pt	FB	rho	time	Z1	Z2	X1	XC	A	M
1.01	1	0.101	510.18282678196516	2303.373474033349	8.067193677772615	923.0845799316754	620.7532439653046	62.72693907533508	617.2705505009984	NaN
1.01	1	0.101	510.3177374632154	2303.2405421567646	8.06786455263354	923.0492839086918	620.7688392315891	62.725331000606076	617.2987573805973	NaN
1.01	1	0.101	510.4540695889982	2303.1064880942545	8.068531145976388	923.0132533240412	620.7837953483818	62.72643778863991	617.3271193780693	NaN
1.01	1	0.101	510.59186213101765	2302.97131364507	8.069193325905129	922.9764762468774	620.7981026112543	62.73028016517713	617.3550781377933	NaN
1.01	1	0.101	510.7310693180254	2302.8351051641826	8.069850550667379	922.9389638455942	620.811742709873	62.73676143775101	617.3820522584743	NaN
1.01	1	0.101	510.87156206978267	2302.6980310137806	8.070501911333642	922.9007510870752	620.824691338003	62.74566293368033	617.4074669078116	NaN
1.01	1	0.101	511.01315371640953	2302.5603151396767	8.07114628382757	922.8618906518185	620.8369227406863	62.75665003604305	617.4307912042916	NaN
1.01	1	0.101	511.15564413398175	2302.4221930441245	8.071782549500202	922.8224412825427	620.8484147532871	62.76929125701343	617.4515761479045	NaN
1.01	1	0.101	511.2988661503159	2302.2838663315965	8.0724098027764	922.7824548192968	620.8591524478321	62.7830877607036	617.4694839893009	NaN
1.01	1	0.101	511.442718962346	2302.14547076757	8.07302747943989	922.7419662566493	620.8691293290163	62.797507052060034	617.4843034738605	NaN
1.01	1	0.101	511.5871833614482	2302.0070626783527	8.073635391733923	922.7009885734483	620.8783463307177	62.81201465590801	617.4959512512809	NaN
1.01	1	0.101	511.73232172880057	2301.868620475233	8.07423369342873	922.659511807895	620.8868095265354	62.82610021030834	617.504463440833	NaN
1.01	1	0.101	511.87826823578723	2301.7300557350795	8.074822805774632	922.6175050500289	620.894527425994	62.83929715447207	617.509982001099	NaN
1.01	1	0.101	512.0252126396271	2301.5912303129526	8.075403323423215	922.5749204999374	620.9015083701612	62.8511968963125	617.5127394730881	NaN
1.01	1	0.101	512.1733787324521	2301.451978227664	8.075975908101961	922.5316993503835	620.9077582851031	62.86145918353968	617.5130442657085	NaN
1.01	1	0.101	512.322996056887	2301.3121333457843	8.076541168008191	922.4877799448918	620.9132789159816	62.869820610791606	617.5112673480379	NaN
1.01	1	0.101	512.4742634776266	2301.1715638108203	8.077099521910112	922.4431086796207	620.9180667220571	62.87610311414546	617.5078300552749	NaN
1.01	1	0.101	512.6273055505562	2301.030211876233	8.077651056537869	922.3976534237253	620.9221127298572	62.88022368052875	617.5031914820388	NaN
1.01	1	0.101	512.7821313834423	2300.888129768439	8.078195415826338	922.3514165829895	620.9254037659981	62.882205007384684	617.4978326736385	NaN
1.01	1	0.101	512.938615740751	2300.7454934981065	8.078731787838215	922.3044417666506	620.9279252209454	62.88218399221214	617.4922343964932	NaN
1.01	1	0.101	513.0965244129541	2300.6025755590445	8.07925904834666	922.2568071003182	620.9296646975342	62.88041204242191	617.4868473214343	NaN
1.01	1	0.101	513.2555839393797	2300.459678465524	8.079776033509704	922.2086046929234	620.9306149442674	62.87724156539167	617.482058480637	NaN
1.01	1	0.101	513.4155644695934	2300.317059194683	8.08028181615636	922.1599154183195	620.9307745820279	62.87309863802696	617.4781621044261	NaN
1.01	1	0.101	513.5763390976077	2300.174877852058	8.080775866272708	922.1107902541129	620.9301464912687	62.86844841101598	617.4753416808228	NaN
1.01	1	0.101	513.7379066357701	2300.0331810889675	8.081258072299207	922.0612425207548	620.9287349280639	62.863761352286716	617.4736646099575	NaN
1.01	1	0.101	513.9003861492525	2299.8919113514585	8.081728670027857	922.0112488283493	620.9265425515481	62.85948526097295	617.4730864345717	NaN
1.01	1	0.101	514.0639953123971	2299.7509301473133	8.08218813000854	921.9607552265503	620.9235680730033	62.856024129386185	617.4734605107118	NaN
1.01	1	0.101	514.2290188445136	2299.610049080909	8.082637030008591	921.9096866990592	620.919804871744	62.85372253809782	617.4745499394844	NaN
1.01	1	0.101	514.3957669900777	2299.469068029311	8.0830759182669	921.8579600214748	620.9152408499342	62.85285325132924	617.4760402099774	NaN
1.01	1	0.101	514.5645206036816	2299.3278225955855	8.083505164933674	921.8055010363789	620.9098599069623	62.853605520729396	617.4775527891445	NaN
1.01	1	0.101	514.7354625902499	2299.1862400101504	8.083924809543513	921.7522663932917	620.903645412362	62.856072278191355	617.478661755293	NaN
1.01	1	0.101	514.9086095731292	2299.0443909963083	8.084334445721746	921.6982653548124	620.8965854522787	62.86023661055884	617.4789169954453	NaN
1.01	1	0.101	515.083781077391	2298.9025071861092	8.084733226800356	921.6435698738537	620.8886780135613	62.86596222280849	617.4778766406121	NaN
1.01	1	0.101	515.2606478111827	2298.760933169976	8.085120058031555	921.5882997307863	620.8799327442415	62.872996586136125	617.4751461356446	NaN
1.01	1	0.101	515.4388537710192	2298.6200226973297	8.085493914363113	921.5325842414442	620.8703671746808	62.880992909719325	617.470414146322	NaN
1.01	1	0.101	515.6181442417957	2298.480037242273	8.085854103641415	921.476521879504	620.8599993711846	62.889546843906125	617.4634746618906	NaN
1.01	1	0.101	515.7984378880699	2298.3410952269437	8.086200356204671	921.4201574119514	620.8488410044712	62.89823642912247	617.4542322711796	NaN
1.01	1	0.101	515.979837670369	2298.203172278164	8.086532767349627	921.3634783990251	620.8368929803156	62.9066561347346	617.4426950377947	NaN
1.01	1	0.101	516.1626038316125	2298.06613091006	8.086851670667752	921.3064238302615	620.8241437602398	62.91444200953555	617.4289613971432	NaN
1.01	1	0.101	516.3471059150058	2297.929764368057	8.087157492749649	921.2488995228698	620.8105701065491	62.921289112235996	617.4132062244145	NaN
1.01	1	0.101	516.533755797359	2297.7938515170003	8.087450604463793	921.1907995283455	620.7961405736827	62.926964011547035	617.3956694176824	NaN
1.01	1	0.101	516.7229146921406	2297.658226123547	8.087731169652876	921.1320355413167	620.7808227219055	62.931315428220756	617.3766485044409	NaN
